src_bytes,dst_bytes,hot,count,serror_rate,rerror_rate,diff_srv_rate,dst_host_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,class,service_eco_i,service_ecr_i,service_http,service_private,flag_RSTR
4.664,4.996,0.0,1.099,0.0,0.0,0.0,41,0.12,0.0488,0,0.0,0.0,0.0,1.0,0.0
3.785,3.785,0.0,4.812,0.0,0.0,0.0,255,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,5.33,1.0,0.0,0.05826,255,0.07,0.0677,1,0.0,0.0,0.0,0.0,0.0
5.785,7.742,0.0,3.135,0.0,0.0,0.0,255,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,5.434,1.0,0.0,0.0677,255,0.05,0.0677,1,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,3.932,1.0,0.0,0.07697,255,0.25,0.0198,1,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,5.57,1.0,0.0,0.05826,255,0.04,0.0677,1,0.0,0.0,0.0,0.0,0.0
7.37,5.92,0.0,0.6934,0.0,0.0,0.0,181,0.81,0.0198,0,0.0,0.0,0.0,0.0,0.0
5.67,8.01,0.0,2.484,0.0,0.0,0.0,255,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,4.69,1.0,0.0,0.07697,255,0.04,0.0677,1,0.0,0.0,0.0,0.0,0.0
3.367,0.0,0.0,4.395,0.0,0.0,0.0,255,0.31,0.0198,1,0.0,0.0,0.0,1.0,0.0
5.547,6.758,0.0,3.807,0.02,0.0,0.0,255,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
5.812,0.0,0.0,1.099,0.0,0.0,0.0,4,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,5.56,1.0,0.0,0.0488,255,0.02,0.0677,1,0.0,0.0,0.0,0.0,0.0
5.715,6.21,0.0,2.398,0.0,0.0,0.0,131,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,4.13,0.0,1.0,0.09534,255,0.02,0.07697,1,0.0,0.0,0.0,1.0,0.0
3.367,0.0,0.0,1.099,0.0,0.0,0.0,255,0.01,0.0198,1,0.0,0.0,0.0,1.0,0.0
5.4,7.242,0.0,3.295,0.0,0.0,0.0,26,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
3.785,4.25,0.0,4.797,0.0,0.0,0.0,255,0.96,0.00995,0,0.0,0.0,0.0,0.0,0.0
3.807,4.9,0.0,4.305,0.0,0.0,0.0,122,0.88,0.0198,0,0.0,0.0,0.0,0.0,0.0
2.197,0.0,0.0,0.6934,0.0,0.0,0.0,2,1.0,0.0,1,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,4.914,1.0,0.0,0.05826,255,0.04,0.0677,1,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,3.219,1.0,0.0,0.07697,255,0.23,0.0392,1,0.0,0.0,0.0,0.0,0.0
3.785,3.785,0.0,5.004,0.0,0.0,0.0,255,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
6.465,0.0,0.0,1.099,0.0,0.0,0.0,175,0.25,0.0198,0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,5.332,0.0,1.0,0.05826,255,0.02,0.07697,1,0.0,0.0,0.0,1.0,0.0
5.74,7.938,0.0,1.609,0.0,0.0,0.0,255,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,4.16,0.0,1.0,0.07697,255,0.04,0.0677,1,0.0,0.0,0.0,1.0,0.0
6.547,5.812,0.0,0.6934,0.0,0.0,0.0,109,0.39,0.0392,0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,3.97,1.0,0.0,0.07697,255,0.26,0.0198,1,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,4.836,0.0,1.0,0.05826,255,0.02,0.0677,1,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,5.13,1.0,0.0,0.05826,255,0.08,0.05826,1,0.0,0.0,0.0,0.0,0.0
5.402,7.965,0.0,0.6934,0.0,0.0,0.0,21,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,4.984,1.0,0.0,0.05826,255,0.12,0.0488,1,0.0,0.0,0.0,1.0,0.0
3.762,3.762,0.0,2.303,0.0,0.0,0.0,84,0.99,0.0198,0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,4.934,1.0,0.0,0.05826,255,0.02,0.0677,1,0.0,0.0,0.0,1.0,0.0
2.564,0.0,0.0,0.6934,0.0,0.0,0.0,44,0.55,0.0677,0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,5.625,1.0,0.0,0.05826,255,0.04,0.05826,1,0.0,0.0,0.0,0.0,0.0
5.35,7.934,0.0,2.398,0.0,0.0,0.0,48,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
5.773,8.65,0.0,2.398,0.0,0.0,0.0,168,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,5.516,0.0,1.0,0.05826,255,0.03,0.0677,1,0.0,0.0,0.0,1.0,0.0
5.8,8.29,0.0,1.099,0.0,0.0,0.0,24,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,4.914,0.0,1.0,0.0677,255,0.03,0.0677,1,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,5.4,1.0,0.0,0.0488,255,0.01,0.0677,1,0.0,0.0,0.0,0.0,0.0
2.197,0.0,0.0,0.6934,0.0,0.0,0.0,1,1.0,0.0,1,1.0,0.0,0.0,0.0,0.0
5.77,5.94,0.0,2.303,0.0,0.0,0.0,123,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,5.36,1.0,0.0,0.0488,72,0.1,0.1044,1,0.0,0.0,0.0,1.0,0.0
5.42,8.234,0.0,2.398,0.0,0.0,0.0,255,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,5.527,1.0,0.0,0.05826,255,0.0,0.0677,1,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,4.89,0.0,1.0,0.0488,255,0.06,0.05826,1,0.0,0.0,0.0,1.0,0.0
5.51,7.258,0.0,2.484,0.0,0.0,0.0,156,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
5.87,7.3,0.0,1.387,0.0,0.0,0.0,255,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
3.807,3.807,0.0,4.7,0.0,0.0,0.0198,255,1.0,0.00995,0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,4.992,0.0,1.0,0.0488,255,0.04,0.07697,1,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,5.707,1.0,0.0,0.05826,255,0.01,0.0677,1,0.0,0.0,0.0,0.0,0.0
8.03,5.805,0.0,0.6934,0.0,0.0,0.0,243,0.48,0.0198,0,0.0,0.0,0.0,0.0,0.0
5.562,6.62,0.0,1.609,0.0,0.0,0.0,4,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,4.867,1.0,0.0,0.0488,255,0.05,0.0488,1,0.0,0.0,0.0,1.0,0.0
0.0,5.87,0.0,3.496,0.03,0.0,0.0,255,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
5.74,5.727,0.0,0.6934,0.0,0.0,0.0,66,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.6934,0.0,1.0,0.0,1,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
5.633,8.88,0.0,1.387,0.0,0.0,0.0,153,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
5.75,6.637,0.0,0.6934,0.0,0.0,0.0,43,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
5.395,7.1,0.0,2.773,0.0,0.0,0.0,242,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
5.504,9.125,0.0,1.099,0.0,0.0,0.0,10,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
5.797,7.715,0.0,3.092,0.0,0.0,0.0,21,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.6934,0.0,1.0,0.0,23,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
5.53,5.71,0.0,1.387,0.0,0.0,0.0,255,0.99,0.00995,0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.6934,0.0,1.0,0.0,6,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
5.473,6.24,0.0,0.6934,0.0,0.0,0.0,3,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
5.785,6.07,0.0,1.609,0.0,0.0,0.0,107,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,4.71,0.0,1.0,0.0488,255,0.07,0.0677,1,0.0,0.0,0.0,0.0,0.0
5.39,6.883,0.0,1.946,0.0,0.0,0.0,6,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
5.785,7.883,0.0,2.08,0.0,0.0,0.0,107,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,5.508,0.0,1.0,0.0677,255,0.08,0.0677,1,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,5.61,0.0,1.0,0.0677,255,0.07,0.07697,1,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,5.562,1.0,0.0,0.0677,255,0.03,0.07697,1,0.0,0.0,0.0,0.0,0.0
5.797,5.62,0.0,2.303,0.0,0.0,0.0,255,0.98,0.00995,0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,5.688,1.0,0.0,0.0488,255,0.03,0.0677,1,0.0,0.0,0.0,0.0,0.0
2.303,4.934,0.0,0.6934,0.0,0.0,0.0,195,0.03,0.02956,0,0.0,0.0,0.0,0.0,0.0
3.85,3.85,0.0,4.574,0.0,0.0,0.0,255,1.0,0.00995,0,0.0,0.0,0.0,0.0,0.0
6.984,5.812,0.0,0.6934,0.0,0.0,0.0,138,0.57,0.02956,0,0.0,0.0,0.0,0.0,0.0
3.828,4.94,0.0,4.383,0.0,0.0,0.0,255,1.0,0.00995,0,0.0,0.0,0.0,0.0,0.0
5.613,6.81,1.792,0.6934,0.0,0.0,0.0,176,0.28,0.0198,0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,5.254,1.0,0.0,0.05826,255,0.08,0.07697,1,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,4.914,0.0,1.0,0.05826,255,0.0,0.0677,1,0.0,0.0,0.0,0.0,0.0
5.473,4.934,0.0,1.099,0.0,0.0,0.0,2,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
5.42,7.215,0.0,0.6934,0.0,0.0,0.0,5,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,4.82,1.0,0.0,0.05826,255,0.03,0.07697,1,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,5.504,1.0,0.0,0.05826,255,0.03,0.0677,1,0.0,0.0,0.0,0.0,0.0
5.57,6.918,0.0,1.387,0.0,0.0,0.0,94,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
6.94,0.0,0.0,5.574,0.0,0.0,0.0,255,1.0,0.0,1,0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,4.7,1.0,0.0,0.05826,255,0.03,0.05826,1,0.0,0.0,0.0,1.0,0.0
5.566,9.04,0.0,2.303,0.0,0.0,0.0,255,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,4.984,0.0,1.0,0.07697,255,0.03,0.0862,1,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,5.527,0.0,1.0,0.0677,255,0.01,0.0677,1,0.0,0.0,0.0,0.0,0.0
5.688,7.45,0.0,2.197,0.0,0.0,0.0,108,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
5.402,6.89,0.0,1.099,0.0,0.0,0.0,50,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
5.652,9.24,0.0,1.099,0.0,0.0,0.0,11,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
5.74,9.69,0.0,1.387,0.0,0.0,0.0,31,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
5.812,0.0,0.0,1.099,0.0,0.0,0.0,6,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,4.477,1.0,0.0,0.0677,255,0.0,0.05826,1,0.0,0.0,0.0,1.0,0.0
5.37,5.65,0.0,1.099,0.0,0.0,0.0,27,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,5.68,1.0,0.0,0.0488,255,0.05,0.07697,1,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,5.69,1.0,0.0,0.0488,255,0.0,0.07697,1,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,4.97,1.0,0.0,0.05826,255,0.06,0.0488,1,0.0,0.0,0.0,0.0,0.0
3.85,4.37,0.0,5.633,0.0,0.0,0.00995,255,1.0,0.00995,0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,4.633,1.0,0.0,0.05826,255,0.07,0.05826,1,0.0,0.0,0.0,0.0,0.0
2.197,0.0,0.0,0.6934,0.0,0.0,0.0,1,1.0,0.0,1,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,5.53,1.0,0.0,0.0677,255,0.01,0.07697,1,0.0,0.0,0.0,0.0,0.0
5.8,9.04,0.0,1.609,0.0,0.0,0.0,83,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
3.85,4.86,0.0,5.406,0.0,0.0,0.0,255,0.99,0.00995,0,0.0,0.0,0.0,0.0,0.0
7.477,0.0,0.0,1.099,0.0,0.0,0.0,255,0.02,0.0198,0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,5.566,1.0,0.0,0.05826,255,0.02,0.0677,1,0.0,0.0,0.0,0.0,0.0
2.197,4.914,0.0,0.6934,0.0,0.0,0.0,196,0.03,0.02956,0,0.0,0.0,0.0,0.0,0.0
5.586,6.273,0.0,0.6934,0.0,0.0,0.0,94,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
5.69,6.145,0.0,2.484,0.0,0.0,0.0,69,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,3.807,1.0,0.0,0.1044,255,0.05,0.07697,1,0.0,0.0,0.0,0.0,0.0
5.434,8.83,0.0,1.099,0.0,0.0,0.0,18,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
6.94,0.0,0.0,6.24,0.0,0.0,0.0,255,0.83,0.0198,1,0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,5.61,0.0,1.0,0.05826,255,0.06,0.0677,1,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,4.812,0.99,0.0,0.0677,255,0.07,0.0488,1,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,5.664,1.0,0.0,0.0488,255,0.01,0.0488,1,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.6934,0.0,1.0,0.0,118,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
0.6934,0.0,0.0,3.135,0.0,0.0,0.0862,255,0.02,0.05826,1,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,5.66,1.0,0.0,0.05826,255,0.04,0.0677,1,0.0,0.0,0.0,0.0,0.0
3.434,0.0,0.0,0.6934,0.0,0.0,0.0,247,1.0,0.0,0,0.0,1.0,0.0,0.0,0.0
7.64,5.812,0.0,0.6934,0.0,0.0,0.0,89,0.31,0.02956,0,0.0,0.0,0.0,0.0,0.0
2.996,0.0,0.0,0.6934,0.0,0.0,0.0,201,0.02,0.0392,0,0.0,0.0,0.0,0.0,0.0
6.496,5.8,0.0,0.6934,0.0,0.0,0.0,163,0.36,0.0198,0,0.0,0.0,0.0,0.0,0.0
3.367,0.0,0.0,3.584,0.0,0.03,0.05826,255,0.13,0.0198,1,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,3.367,1.0,0.0,0.131,255,0.16,0.02956,1,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,4.69,1.0,0.0,0.0677,255,0.07,0.0677,1,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,4.625,1.0,0.0,0.05826,255,0.06,0.0677,1,0.0,0.0,0.0,1.0,0.0
6.98,5.9,0.0,0.6934,0.0,0.0,0.0,255,0.39,0.157,0,0.0,0.0,0.0,0.0,0.0
5.41,6.49,0.0,2.564,0.0,0.0,0.0,172,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
5.86,7.08,1.946,0.6934,0.0,0.0,0.0,255,0.56,0.0198,1,0.0,0.0,0.0,0.0,0.0
5.457,7.812,0.0,2.398,0.0,0.0,0.0,32,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,5.41,1.0,0.0,0.0677,255,0.04,0.0488,1,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,5.41,1.0,0.0,0.05826,255,0.07,0.05826,1,0.0,0.0,0.0,0.0,0.0
5.31,7.57,0.0,2.996,0.0,0.0,0.0,44,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
5.605,8.47,0.0,1.609,0.0,0.0,0.0,11,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
9.58,0.0,0.0,0.6934,0.0,0.0,0.0,205,0.19,0.0198,0,0.0,0.0,0.0,0.0,0.0
5.43,9.36,0.0,1.792,0.0,0.0,0.0,41,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
5.42,7.8,0.0,1.609,0.0,0.0,0.0,255,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
5.176,6.06,0.0,1.946,0.0,0.0,0.0,255,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,4.97,1.0,0.0,0.05826,255,0.05,0.05826,1,0.0,0.0,0.0,0.0,0.0
5.43,6.637,0.0,2.89,0.0,0.0,0.0,202,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
6.754,6.355,0.0,0.6934,0.0,0.0,0.0,255,0.08,0.0198,0,0.0,0.0,0.0,0.0,0.0
6.85,5.8,0.0,0.6934,0.0,0.0,0.0,214,0.63,0.0198,0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,5.31,1.0,0.0,0.05826,255,0.07,0.0677,1,0.0,0.0,0.0,0.0,0.0
5.117,10.45,0.0,0.6934,0.0,0.0,0.0,16,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
5.727,7.902,0.0,1.609,0.0,0.0,0.0,255,0.94,0.00995,0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,4.83,1.0,0.0,0.0488,255,0.07,0.0488,1,0.0,0.0,0.0,0.0,0.0
7.3,0.0,0.0,1.099,0.0,0.0,0.0,2,1.0,0.0,1,0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,5.63,1.0,0.0,0.0488,255,0.07,0.0677,1,0.0,0.0,0.0,0.0,0.0
5.75,9.055,0.0,1.609,0.0,0.0,0.0,255,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,5.617,1.0,0.0,0.0488,255,0.09,0.0488,1,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,4.957,1.0,0.0,0.05826,255,0.06,0.05826,1,0.0,0.0,0.0,0.0,0.0
5.656,8.7,0.0,1.387,0.0,0.0,0.0,128,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
5.426,7.254,0.0,2.197,0.0,0.0,0.0,37,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
5.55,9.47,0.0,0.6934,0.0,0.0,0.0,34,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
8.23,6.11,0.0,0.6934,0.0,0.0,0.0,193,0.68,0.0198,0,0.0,0.0,0.0,0.0,0.0
5.418,6.11,0.0,2.398,0.1,0.0,0.0,39,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,4.645,1.0,0.0,0.0677,255,0.01,0.0677,1,0.0,0.0,0.0,0.0,0.0
6.727,0.0,0.0,0.6934,0.0,0.0,0.0,3,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,5.508,1.0,0.0,0.05826,255,0.08,0.0677,1,0.0,0.0,0.0,0.0,0.0
2.197,0.0,0.0,0.6934,0.0,0.0,0.0,1,1.0,0.0,1,1.0,0.0,0.0,0.0,0.0
5.31,5.137,0.0,2.08,0.0,0.0,0.0,29,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
5.656,5.72,0.0,3.496,0.0,0.0,0.0,101,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,4.836,1.0,0.0,0.0488,255,0.09,0.0488,1,0.0,0.0,0.0,0.0,0.0
8.914,0.0,0.0,2.197,0.0,0.0,0.0,255,0.17,0.0198,0,0.0,0.0,0.0,0.0,0.0
5.293,9.46,0.0,1.099,0.0,0.0,0.0,2,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
7.746,5.797,0.0,0.6934,0.0,0.0,0.0,255,0.62,0.0198,0,0.0,0.0,0.0,0.0,0.0
5.805,6.863,0.0,1.946,0.0,0.0,0.0,38,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
3.367,0.0,0.0,1.609,0.0,0.0,0.0,255,0.28,0.00995,1,0.0,0.0,0.0,1.0,0.0
3.828,4.355,0.0,5.15,0.0,0.0,0.0,255,0.91,0.00995,0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,5.527,0.0,1.0,0.05826,255,0.01,0.0677,1,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,5.477,1.0,0.0,0.0677,255,0.03,0.0677,1,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,4.633,1.0,0.0,0.0677,255,0.01,0.05826,1,0.0,0.0,0.0,0.0,0.0
2.303,4.96,0.0,0.6934,0.0,0.0,0.0,235,0.05,0.02956,0,0.0,0.0,0.0,0.0,0.0
5.65,6.816,0.0,1.099,0.0,0.0,0.0,75,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
5.402,7.49,0.0,1.099,0.5,0.0,0.0,73,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
2.945,0.0,0.0,0.6934,0.0,0.0,0.0,1,1.0,0.0,1,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,5.64,1.0,0.0,0.05826,255,0.01,0.0677,1,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,3.434,1.0,0.0,0.1222,255,0.2,0.02956,1,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,5.625,1.0,0.0,0.05826,255,0.03,0.05826,1,0.0,0.0,0.0,0.0,0.0
5.715,7.23,0.0,1.792,0.0,0.0,0.0,212,0.88,0.0198,0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,5.1,1.0,0.0,0.0862,255,0.04,0.09534,1,0.0,0.0,0.0,1.0,0.0
2.197,0.0,0.0,0.6934,0.0,0.0,0.0,2,1.0,0.0,1,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,5.71,1.0,0.0,0.05826,255,0.07,0.0488,1,0.0,0.0,0.0,1.0,0.0
5.875,6.77,0.0,3.367,0.0,0.0,0.0,255,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
2.197,0.0,0.0,0.6934,0.0,0.0,0.0,1,1.0,0.0,1,1.0,0.0,0.0,0.0,0.0
